CustomerID,total_sales,unique_products,number_of_invoices,purchase_days,cancelled_invoices,cancellation_value,net_sales,average_order_value,total_invoice_activity,cancellation_rate
15808,1469.82,86,2,2,0,0.0,1469.82,734.91,2,0.0
17389,31833.68,45,34,32,9,533.6,31300.079999999998,936.2847058823529,43,0.20930232558139536
15973,0.0,0,0,0,2,208.04999999999998,-208.04999999999998,0.0,2,1.0
13126,1876.2,117,6,6,2,43.349999999999994,1832.85,312.7,8,0.25
15498,12339.68,346,25,16,7,638.9399999999999,11700.74,493.5872,32,0.21875
15235,1552.8700000000001,96,9,7,0,0.0,1552.8700000000001,172.54111111111112,9,0.0
17675,19355.16,239,29,27,9,200.58,19154.58,667.4193103448276,38,0.23684210526315788
16145,3496.71,123,10,10,6,45.91,3450.8,349.671,16,0.375
13694,62142.58,339,48,33,9,2337.08,59805.5,1294.6370833333333,57,0.15789473684210525
13798,32983.19,102,55,51,4,374.02000000000004,32609.170000000002,599.6943636363637,59,0.06779661016949153
15002,1010.11,68,3,3,0,0.0,1010.11,336.7033333333333,3,0.0
14189,4342.84,172,14,13,9,49.769999999999996,4293.07,310.20285714285717,23,0.391304347826087
12921,15899.29,227,35,21,13,197.35000000000005,15701.94,454.2654285714286,48,0.2708333333333333
15841,1224.06,36,4,4,2,14.959999999999999,1209.1,306.015,6,0.3333333333333333
15311,57972.74,540,82,81,23,1281.11,56691.63,706.9846341463415,105,0.21904761904761905
16112,195.73999999999998,15,4,4,0,0.0,195.73999999999998,48.934999999999995,4,0.0
15769,56160.92,25,25,21,3,4429.0,51731.92,2246.4368,28,0.10714285714285714
16719,1339.49,84,6,6,1,16.5,1322.99,223.24833333333333,7,0.14285714285714285
13089,52808.87,623,89,61,19,1319.95,51488.92,593.3580898876405,108,0.17592592592592593
18109,7452.17,115,24,23,5,127.64999999999999,7324.52,310.50708333333336,29,0.1724137931034483
13629,7792.36,28,11,11,0,0.0,7792.36,708.3963636363636,11,0.0
16600,813.52,50,6,6,0,0.0,813.52,135.58666666666667,6,0.0
13715,582.71,57,2,2,1,5.0,577.71,291.355,3,0.3333333333333333
14527,7581.64,308,51,50,27,699.8399999999999,6881.8,148.65960784313725,78,0.34615384615384615
13767,14781.0,48,31,25,14,272.55000000000007,14508.45,476.80645161290323,45,0.3111111111111111
15661,309.8,4,2,2,0,0.0,309.8,154.9,2,0.0
16353,6165.71,51,19,16,0,0.0,6165.71,324.51105263157893,19,0.0
16532,6748.8,2,3,3,0,0.0,6748.8,2249.6,3,0.0
17511,84351.3,419,28,25,14,2860.68,81490.62,3012.546428571429,42,0.3333333333333333
16316,2630.69,107,7,6,4,183.35,2447.34,375.8128571428571,11,0.36363636363636365
16033,8471.08,531,18,16,7,88.79000000000002,8382.29,470.61555555555555,25,0.28
15984,2657.93,215,9,9,1,20.700000000000003,2637.23,295.3255555555555,10,0.1
13199,9105.32,47,36,31,1,13.16,9092.16,252.92555555555555,37,0.02702702702702703
14739,3188.4,40,6,6,1,3.18,3185.22,531.4,7,0.14285714285714285
15093,3973.29,48,5,5,2,7.73,3965.56,794.658,7,0.2857142857142857
15266,119.3,6,1,1,0,0.0,119.3,119.3,1,0.0
14653,1926.65,154,7,6,0,0.0,1926.65,275.2357142857143,7,0.0
15358,7722.65,277,20,14,6,106.9,7615.75,386.1325,26,0.23076923076923078
16771,2242.61,200,5,5,0,0.0,2242.61,448.52200000000005,5,0.0
17585,1116.68,176,4,4,0,0.0,1116.68,279.17,4,0.0
15046,5090.42,147,15,15,1,149.76,4940.66,339.36133333333333,16,0.0625
17213,2165.38,72,5,4,3,14.350000000000001,2151.03,433.076,8,0.375
13082,3613.63,63,9,7,1,18.15,3595.48,401.51444444444445,10,0.1
13081,25970.6,482,9,8,10,372.9,25597.7,2885.6222222222223,19,0.5263157894736842
15464,1044.65,155,1,1,0,0.0,1044.65,1044.65,1,0.0
15034,3453.76,277,7,6,3,30.95,3422.81,493.39428571428573,10,0.3
15298,4402.3,111,11,10,2,1025.8,3376.5,400.20909090909095,13,0.15384615384615385
12748,28868.19,1602,175,100,12,4597.179999999999,24271.01,164.9610857142857,187,0.06417112299465241
13225,5257.12,19,6,6,1,380.8,4876.320000000001,876.1866666666666,7,0.14285714285714285
14045,1333.35,4,3,2,0,0.0,1333.35,444.45,3,0.0
18226,5228.05,141,11,11,3,35.95,5192.1,475.27727272727276,14,0.21428571428571427
13097,5698.32,211,9,8,4,117.10000000000001,5581.22,633.1466666666666,13,0.3076923076923077
18062,720.52,23,3,3,0,0.0,720.52,240.17333333333332,3,0.0
17949,57196.48,29,44,28,7,5759.64,51436.84,1299.92,51,0.13725490196078433
15271,2381.59,170,14,14,1,21.25,2360.34,170.11357142857145,15,0.06666666666666667
13458,8460.71,229,13,13,7,92.15,8368.56,650.823846153846,20,0.35
14135,3743.26,70,11,11,0,0.0,3743.26,340.29636363636365,11,0.0
14680,25878.71,66,14,14,6,1781.5700000000002,24097.14,1848.4792857142857,20,0.3
17368,1878.87,93,8,8,1,563.15,1315.72,234.85875,9,0.1111111111111111
14618,553.44,10,3,3,0,0.0,553.44,184.48000000000002,3,0.0
14258,12669.98,58,9,8,1,19.9,12650.08,1407.7755555555555,10,0.1
15719,5030.07,299,13,13,1,1.65,5028.42,386.92846153846153,14,0.07142857142857142
13368,623.4,29,2,2,0,0.0,623.4,311.7,2,0.0
17634,2358.59,209,9,9,0,0.0,2358.59,262.0655555555556,9,0.0
15823,0.0,0,0,0,1,855.76,-855.76,0.0,1,1.0
16676,1592.1200000000001,75,4,4,1,33.4,1558.72,398.03000000000003,5,0.2
14299,3536.38,91,8,8,7,660.4200000000002,2875.96,442.0475,15,0.4666666666666667
12841,3485.59,208,23,22,1,145.95,3339.64,151.54739130434783,24,0.041666666666666664
16424,133.56,5,1,1,1,51.0,82.56,133.56,2,0.5
18283,2045.53,263,16,14,0,0.0,2045.53,127.845625,16,0.0
13764,1519.42,183,3,3,0,0.0,1519.42,506.47333333333336,3,0.0
13576,6368.1900000000005,70,17,17,2,14.040000000000001,6354.150000000001,374.5994117647059,19,0.10526315789473684
13093,4036.96,83,5,5,5,91.0,3945.96,807.392,10,0.5
13599,4797.08,160,19,14,10,111.93,4685.150000000001,252.4778947368421,29,0.3448275862068966
18041,3482.48,236,18,18,1,22.25,3460.23,193.4711111111111,19,0.05263157894736842
13408,25085.84,222,57,37,17,600.28,24485.56,440.10245614035085,74,0.22972972972972974
13656,379.65,49,2,2,0,0.0,379.65,189.825,2,0.0
12971,10753.72,88,81,66,1,220.15,10533.57,132.76197530864198,82,0.012195121951219513
14505,4820.83,465,7,7,3,86.94,4733.89,688.6899999999999,10,0.3
15061,34583.479999999996,46,36,25,7,305.4,34278.08,960.6522222222221,43,0.16279069767441862
14312,1611.59,74,6,6,0,0.0,1611.59,268.5983333333333,6,0.0
13280,798.46,67,3,3,0,0.0,798.46,266.15333333333336,3,0.0
15845,3711.77,97,8,8,2,60.9,3650.87,463.97125,10,0.2
13488,7586.39,244,12,11,4,57.7,7528.69,632.1991666666667,16,0.25
15101,215.25,4,1,1,1,7.5,207.75,215.25,2,0.5
16094,1078.23,48,4,3,2,36.4,1041.83,269.5575,6,0.3333333333333333
16705,12903.27,126,18,11,8,86.91,12816.36,716.8483333333334,26,0.3076923076923077
16422,32659.08,65,48,45,22,798.6500000000001,31860.43,680.3975,70,0.3142857142857143
14961,5861.9800000000005,172,7,7,3,38.099999999999994,5823.88,837.4257142857143,10,0.3
14426,4481.67,183,10,7,5,551.57,3930.1,448.16700000000003,15,0.3333333333333333
16306,564.17,34,5,5,3,30.0,534.17,112.83399999999999,8,0.375
13115,2294.78,88,4,4,9,84.15,2210.63,573.695,13,0.6923076923076923
16191,4552.92,63,11,9,12,267.20000000000005,4285.72,413.9018181818182,23,0.5217391304347826
13047,2870.91,100,7,7,8,158.44,2712.4700000000003,410.13,15,0.5333333333333333
17696,2110.11,74,6,6,6,84.66000000000001,2025.45,351.685,12,0.5
14702,2941.34,187,16,16,1,41.5,2899.84,183.83375,17,0.058823529411764705
14031,14717.91,109,16,14,3,2650.27,12067.64,919.869375,19,0.15789473684210525
13187,236.02,37,1,1,0,0.0,236.02,236.02,1,0.0
14047,1021.69,15,4,4,1,9.3,1012.3900000000001,255.4225,5,0.2
16150,1659.6,81,4,4,5,146.95,1512.65,414.9,9,0.5555555555555556
16013,34157.6,29,42,25,6,2273.3499999999995,31884.25,813.2761904761904,48,0.125
16567,865.6,34,2,2,0,0.0,865.6,432.8,2,0.0
17230,878.4,26,2,2,2,9.5,868.9,439.2,4,0.5
12947,1299.95,68,5,5,4,166.84999999999997,1133.1,259.99,9,0.4444444444444444
14828,2139.76,17,3,3,0,0.0,2139.76,713.2533333333334,3,0.0
16839,16042.11,114,33,31,5,1236.5700000000002,14805.54,486.12454545454545,38,0.13157894736842105
16019,3567.14,129,8,8,1,336.0,3231.14,445.8925,9,0.1111111111111111
16551,922.12,26,3,3,0,0.0,922.12,307.37333333333333,3,0.0
13842,3075.05,147,8,8,0,0.0,3075.05,384.38125,8,0.0
15194,6057.54,159,12,12,6,48.96,6008.58,504.795,18,0.3333333333333333
16889,1578.67,112,3,3,0,0.0,1578.67,526.2233333333334,3,0.0
16473,316.11,18,3,3,1,1.25,314.86,105.37,4,0.25
12829,207.25,6,1,1,1,39.95,167.3,207.25,2,0.5
13750,1647.26,20,5,5,0,0.0,1647.26,329.452,5,0.0
13426,3304.34,99,9,9,2,90.62,3213.7200000000003,367.1488888888889,11,0.18181818181818182
13534,5586.88,117,23,17,17,225.64999999999998,5361.2300000000005,242.90782608695653,40,0.425
14217,1886.68,73,16,15,6,62.670000000000016,1824.01,117.9175,22,0.2727272727272727
15607,104.76,13,1,1,0,0.0,104.76,104.76,1,0.0
15139,178.96,13,2,2,0,0.0,178.96,89.48,2,0.0
16779,9923.89,141,20,19,5,160.67,9763.22,496.19449999999995,25,0.2
14298,46837.84,847,39,23,1,664.86,46172.98,1200.9702564102563,40,0.025
17707,152.4,3,2,2,0,0.0,152.4,76.2,2,0.0
15649,306.0,1,1,1,0,0.0,306.0,306.0,1,0.0
18198,5425.56,81,17,17,4,342.5,5083.06,319.15058823529415,21,0.19047619047619047
15601,5540.11,224,12,12,3,31.2,5508.91,461.6758333333333,15,0.2
18179,1793.17,86,6,6,0,0.0,1793.17,298.8616666666667,6,0.0
17284,1647.48,229,6,6,1,10.9,1636.58,274.58,7,0.14285714285714285
13233,605.12,43,2,2,0,0.0,605.12,302.56,2,0.0
14889,135.9,10,1,1,0,0.0,135.9,135.9,1,0.0
16955,329.57,12,2,2,0,0.0,329.57,164.785,2,0.0
14672,765.55,58,2,2,0,0.0,765.55,382.775,2,0.0
13593,2011.88,77,5,5,1,46.8,1965.0800000000002,402.37600000000003,6,0.16666666666666666
14867,710.28,31,3,3,0,0.0,710.28,236.76,3,0.0
15485,1624.91,53,2,2,0,0.0,1624.91,812.455,2,0.0
17243,7711.9,172,23,23,4,48.3,7663.6,335.3,27,0.14814814814814814
16923,6518.58,293,18,16,6,570.3299999999999,5948.25,362.1433333333333,24,0.25
15465,6486.7699999999995,40,16,16,6,409.59999999999997,6077.169999999999,405.42312499999997,22,0.2727272727272727
13162,1688.29,74,4,4,1,43.3,1644.99,422.0725,5,0.2
13183,3957.78,51,9,9,0,0.0,3957.78,439.75333333333333,9,0.0
13668,6132.17,281,20,20,8,147.52,5984.65,306.6085,28,0.2857142857142857
17095,1324.16,69,3,3,3,235.95999999999998,1088.2,441.3866666666667,6,0.5
17796,575.35,51,3,3,0,0.0,575.35,191.78333333333333,3,0.0
12939,11581.8,21,8,6,0,0.0,11581.8,1447.725,8,0.0
14810,1907.44,98,10,10,0,0.0,1907.44,190.744,10,0.0
14800,3111.94,209,10,10,4,103.4,3008.54,311.194,14,0.2857142857142857
15611,1591.45,23,13,12,2,23.060000000000002,1568.39,122.41923076923078,15,0.13333333333333333
14472,1606.29,141,7,7,0,0.0,1606.29,229.47,7,0.0
17114,801.12,85,8,8,2,61.4,739.72,100.14,10,0.2
13758,2471.7,85,5,5,0,0.0,2471.7,494.34,5,0.0
15708,2917.96,114,6,6,3,26.2,2891.76,486.32666666666665,9,0.3333333333333333
15059,1337.72,161,9,7,2,11.9,1325.82,148.63555555555556,11,0.18181818181818182
16326,3039.2200000000003,158,14,13,1,25.0,3014.2200000000003,217.08714285714288,15,0.06666666666666667
17128,157.09,14,1,1,0,0.0,157.09,157.09,1,0.0
14761,255.9,11,2,2,0,0.0,255.9,127.95,2,0.0
17555,480.31,101,2,2,0,0.0,480.31,240.155,2,0.0
13102,5750.17,133,22,18,3,87.8,5662.37,261.37136363636364,25,0.12
13069,3787.32,214,20,18,3,718.3000000000002,3069.02,189.366,23,0.13043478260869565
16735,2247.41,88,5,4,2,31.349999999999998,2216.06,449.48199999999997,7,0.2857142857142857
16833,1106.53,46,4,3,0,0.0,1106.53,276.6325,4,0.0
17800,1187.21,51,9,9,0,0.0,1187.21,131.91222222222223,9,0.0
16748,1515.9,42,5,5,0,0.0,1515.9,303.18,5,0.0
14755,5010.28,128,11,11,1,44.900000000000006,4965.38,455.47999999999996,12,0.08333333333333333
16549,4034.9,445,10,8,0,0.0,4034.9,403.49,10,0.0
15005,5824.96,345,26,26,7,134.83,5690.13,224.03692307692307,33,0.21212121212121213
17757,5027.59,263,26,26,1,19.8,5007.79,193.36884615384616,27,0.037037037037037035
13565,240.22,35,2,2,0,0.0,240.22,120.11,2,0.0
18260,2397.65,81,5,5,2,48.2,2349.45,479.53000000000003,7,0.2857142857142857
17218,1350.69,111,7,7,0,0.0,1350.69,192.9557142857143,7,0.0
15799,884.14,94,3,3,0,0.0,884.14,294.7133333333333,3,0.0
15107,142.45,6,4,4,1,8.5,133.95,35.6125,5,0.2
14395,3171.23,173,8,8,3,35.8,3135.43,396.40375,11,0.2727272727272727
18032,73.5,5,1,1,0,0.0,73.5,73.5,1,0.0
13451,2898.2599999999998,315,5,5,1,59.699999999999996,2838.56,579.6519999999999,6,0.16666666666666666
14794,1319.91,68,7,7,2,47.8,1272.11,188.55857142857144,9,0.2222222222222222
16350,1116.47,40,4,4,0,0.0,1116.47,279.1175,4,0.0
18171,1231.31,43,5,5,2,22.8,1208.51,246.262,7,0.2857142857142857
16279,1502.78,102,3,3,1,12.9,1489.88,500.9266666666667,4,0.25
13004,5298.9,266,17,16,4,42.480000000000004,5256.42,311.7,21,0.19047619047619047
15100,175.2,1,1,1,1,32.849999999999994,142.35,175.2,2,0.5
17811,7761.82,359,39,38,12,160.02,7601.8,199.02102564102563,51,0.23529411764705882
16850,332.41,19,1,1,0,0.0,332.41,332.41,1,0.0
14321,1530.75,111,5,5,0,0.0,1530.75,306.15,5,0.0
15326,311.71,29,1,1,0,0.0,311.71,311.71,1,0.0
17849,605.8000000000001,14,4,4,0,0.0,605.8000000000001,151.45000000000002,4,0.0
13672,186.39000000000001,4,2,2,4,257.85,-71.46,93.19500000000001,6,0.6666666666666666
14229,1547.2,29,3,3,2,96.6,1450.6,515.7333333333333,5,0.4
17381,16671.89,38,26,18,1,3.18,16668.71,641.2265384615384,27,0.037037037037037035
13107,1531.6200000000001,54,4,4,1,7.550000000000001,1524.07,382.90500000000003,5,0.2
16497,2965.69,128,6,5,0,0.0,2965.69,494.2816666666667,6,0.0
16303,5360.63,119,3,3,1,54.8,5305.83,1786.8766666666668,4,0.25
14060,5266.38,80,16,16,1,5.04,5261.34,329.14875,17,0.058823529411764705
17406,1482.32,86,2,1,2,271.7,1210.62,741.16,4,0.5
15044,5545.18,193,13,12,3,56.099999999999994,5489.08,426.5523076923077,16,0.1875
17739,2431.29,26,6,6,1,5.300000000000001,2425.9900000000002,405.215,7,0.14285714285714285
15281,2332.15,121,9,9,3,92.2,2239.9500000000003,259.1277777777778,12,0.25
15867,3254.17,247,12,12,1,14.85,3239.32,271.18083333333334,13,0.07692307692307693
17450,192361.95,124,44,26,9,7068.620000000001,185293.33,4371.8625,53,0.16981132075471697
13473,422.64,21,2,2,1,5.1,417.54,211.32,3,0.3333333333333333
14320,477.79,29,2,2,1,134.68,343.11,238.895,3,0.3333333333333333
16670,3692.29,170,10,9,6,73.44000000000001,3618.85,369.229,16,0.375
15640,9704.37,201,12,12,2,79.36999999999999,9625.0,808.6975000000001,14,0.14285714285714285
13491,1019.42,68,8,8,0,0.0,1019.42,127.4275,8,0.0
17742,355.11,13,2,2,0,0.0,355.11,177.555,2,0.0
16122,578.7,25,3,3,0,0.0,578.7,192.9,3,0.0
16351,153.9,8,1,1,0,0.0,153.9,153.9,1,0.0
13468,4793.97,165,33,33,4,48.22,4745.75,145.2718181818182,37,0.10810810810810811
13144,110.95,3,1,1,0,0.0,110.95,110.95,1,0.0
15346,252.42000000000002,17,1,1,0,0.0,252.42000000000002,252.42000000000002,1,0.0
15370,2386.05,65,7,7,1,25.5,2360.55,340.86428571428576,8,0.125
17629,1575.47,101,7,7,1,30.0,1545.47,225.06714285714287,8,0.125
16203,422.2,21,3,3,1,3.75,418.45,140.73333333333332,4,0.25
14295,166.20000000000002,5,1,1,1,11.5,154.70000000000002,166.20000000000002,2,0.5
16034,437.7,18,3,3,0,0.0,437.7,145.9,3,0.0
13078,11746.78,93,24,23,15,187.75999999999996,11559.02,489.4491666666667,39,0.38461538461538464
17365,4767.36,278,8,7,0,0.0,4767.36,595.92,8,0.0
15189,16225.39,80,41,38,12,423.25,15802.14,395.74121951219513,53,0.22641509433962265
14669,1259.24,158,3,2,0,0.0,1259.24,419.74666666666667,3,0.0
18095,580.0500000000001,20,2,2,0,0.0,580.0500000000001,290.02500000000003,2,0.0
15518,1921.55,135,8,7,5,30.559999999999995,1890.99,240.19375,13,0.38461538461538464
15749,44534.3,5,3,2,1,22998.4,21535.9,14844.766666666668,4,0.25
14209,2073.43,55,6,6,1,6.300000000000001,2067.13,345.57166666666666,7,0.14285714285714285
16042,1177.47,68,5,4,0,0.0,1177.47,235.494,5,0.0
15569,1375.71,27,5,4,0,0.0,1375.71,275.142,5,0.0
17569,344.14,29,1,1,0,0.0,344.14,344.14,1,0.0
13784,2462.79,9,11,11,0,0.0,2462.79,223.89,11,0.0
14733,5228.6900000000005,76,9,9,3,134.37,5094.32,580.9655555555556,12,0.25
13862,2209.36,97,8,8,2,22.05,2187.31,276.17,10,0.2
16791,1705.78,218,7,6,1,15.5,1690.28,243.68285714285713,8,0.125
16235,867.31,42,5,5,1,8.9,858.41,173.462,6,0.16666666666666666
15602,1145.32,27,7,7,4,148.49,996.83,163.61714285714285,11,0.36363636363636365
14270,492.65000000000003,29,1,1,0,0.0,492.65000000000003,492.65000000000003,1,0.0
15197,523.11,29,2,2,2,423.17,99.93999999999997,261.555,4,0.5
16655,3789.52,208,6,6,0,0.0,3789.52,631.5866666666667,6,0.0
16359,1750.92,39,9,9,3,290.55,1460.3700000000001,194.54666666666668,12,0.25
17965,2448.64,260,12,11,0,0.0,2448.64,204.0533333333333,12,0.0
15953,1449.54,53,7,7,2,24.849999999999998,1424.69,207.07714285714286,9,0.2222222222222222
17324,859.43,40,3,3,0,0.0,859.43,286.47666666666663,3,0.0
16701,4921.54,94,12,11,5,248.02999999999997,4673.51,410.12833333333333,17,0.29411764705882354
12980,6485.58,5,8,8,2,213.09000000000003,6272.49,810.6975,10,0.2
13267,3899.19,79,17,12,5,38.45,3860.7400000000002,229.36411764705883,22,0.22727272727272727
14748,945.33,56,3,3,1,103.96,841.37,315.11,4,0.25
13113,11872.99,92,23,22,15,1704.11,10168.880000000001,516.2169565217391,38,0.39473684210526316
16554,837.1,51,3,3,4,195.54999999999998,641.55,279.03333333333336,7,0.5714285714285714
15939,6115.01,28,15,14,1,12.75,6102.26,407.6673333333334,16,0.0625
14587,1580.29,170,9,9,1,2.9,1577.39,175.58777777777777,10,0.1
14715,867.38,60,4,4,0,0.0,867.38,216.845,4,0.0
17338,5725.9400000000005,368,7,7,2,31.749999999999996,5694.1900000000005,817.9914285714286,9,0.2222222222222222
14185,197.65,3,1,1,0,0.0,197.65,197.65,1,0.0
14040,3560.32,146,12,11,3,72.72999999999999,3487.59,296.6933333333333,15,0.2
15727,3642.11,176,6,6,0,0.0,3642.11,607.0183333333333,6,0.0
14514,990.2,65,3,3,0,0.0,990.2,330.06666666666666,3,0.0
12868,1403.76,62,5,5,0,0.0,1403.76,280.752,5,0.0
15171,1289.5,5,1,1,1,254.99999999999997,1034.5,1289.5,2,0.5
14167,562.59,27,4,4,0,0.0,562.59,140.6475,4,0.0
15291,4019.4,60,13,13,5,71.79,3947.61,309.18461538461537,18,0.2777777777777778
17048,925.35,41,3,3,3,61.03,864.32,308.45,6,0.5
16525,12225.01,75,24,24,3,1131.88,11093.130000000001,509.3754166666667,27,0.1111111111111111
17364,4462.68,288,11,10,1,25.45,4437.23,405.69818181818187,12,0.08333333333333333
13284,201.19,13,1,1,1,5.04,196.15,201.19,2,0.5
17068,4254.6900000000005,102,19,19,1,20.8,4233.89,223.93105263157898,20,0.05
15290,7723.62,93,17,16,3,139.45,7584.17,454.3305882352941,20,0.15
16500,400.86,8,6,5,0,0.0,400.86,66.81,6,0.0
12951,1064.07,53,6,6,2,22.0,1042.07,177.345,8,0.25
15835,954.09,47,4,4,0,0.0,954.09,238.5225,4,0.0
18190,284.46000000000004,14,2,2,1,9.95,274.51,142.23000000000002,3,0.3333333333333333
16161,4957.37,257,16,16,5,150.94,4806.43,309.835625,21,0.23809523809523808
13993,3466.36,66,9,9,3,56.7,3409.66,385.1511111111111,12,0.25
17848,803.9,37,8,8,0,0.0,803.9,100.4875,8,0.0
17581,10238.460000000001,214,23,9,5,291.22999999999996,9947.23,445.1504347826087,28,0.17857142857142858
14114,386.53,15,2,2,0,0.0,386.53,193.265,2,0.0
15447,155.17,9,1,1,0,0.0,155.17,155.17,1,0.0
17019,899.26,145,3,3,0,0.0,899.26,299.75333333333333,3,0.0
15694,5632.07,39,11,11,1,55.800000000000004,5576.27,512.0063636363636,12,0.08333333333333333
14085,3255.8,230,15,13,0,0.0,3255.8,217.05333333333334,15,0.0
16315,226.37,14,1,1,0,0.0,226.37,226.37,1,0.0
14978,1921.3700000000001,136,5,5,0,0.0,1921.3700000000001,384.274,5,0.0
16395,1482.06,150,5,5,0,0.0,1482.06,296.412,5,0.0
15510,250.0,1,1,1,0,0.0,250.0,250.0,1,0.0
16503,943.84,48,3,3,0,0.0,943.84,314.61333333333334,3,0.0
13614,1585.46,171,4,4,0,0.0,1585.46,396.365,4,0.0
15513,13444.720000000001,175,17,13,3,238.14000000000001,13206.58,790.8658823529413,20,0.15
13246,1961.52,110,6,6,1,65.2,1896.32,326.92,7,0.14285714285714285
14215,1623.72,92,5,5,1,11.8,1611.92,324.744,6,0.16666666666666666
18092,6215.62,27,8,7,1,2.5,6213.12,776.9525,9,0.1111111111111111
17744,1944.8799999999999,101,5,5,1,31.32,1913.56,388.976,6,0.16666666666666666
15916,1270.41,115,6,6,1,18.55,1251.8600000000001,211.735,7,0.14285714285714285
15687,2993.1,119,9,8,2,11.6,2981.5,332.56666666666666,11,0.18181818181818182
18085,386.05,20,1,1,0,0.0,386.05,386.05,1,0.0
16775,1459.6100000000001,78,10,10,0,0.0,1459.6100000000001,145.961,10,0.0
16493,1351.63,40,4,4,2,21.97,1329.66,337.9075,6,0.3333333333333333
13385,534.57,35,1,1,0,0.0,534.57,534.57,1,0.0
15626,675.8,49,2,2,0,0.0,675.8,337.9,2,0.0
15615,9318.55,179,20,16,4,39.7,9278.85,465.92749999999995,24,0.16666666666666666
16233,389.28000000000003,20,2,2,0,0.0,389.28000000000003,194.64000000000001,2,0.0
18229,6623.7,65,18,18,0,0.0,6623.7,367.98333333333335,18,0.0
13777,19015.38,33,23,21,7,186.81,18828.57,826.7556521739131,30,0.23333333333333334
15213,328.35,22,2,2,1,3.3,325.05,164.175,3,0.3333333333333333
13854,7500.08,36,23,23,3,54.8,7445.28,326.09043478260867,26,0.11538461538461539
12877,1385.71,94,11,11,0,0.0,1385.71,125.97363636363637,11,0.0
13090,7902.42,97,11,11,4,221.43000000000004,7680.99,718.4018181818182,15,0.26666666666666666
14175,3222.3,139,3,3,4,114.23999999999998,3108.06,1074.1000000000001,7,0.5714285714285714
18106,421.9,33,1,1,0,0.0,421.9,421.9,1,0.0
17685,2692.81,83,5,5,0,0.0,2692.81,538.562,5,0.0
15159,16780.03,331,28,18,4,67.33,16712.7,599.2867857142857,32,0.125
15033,2557.18,315,10,10,1,15.65,2541.53,255.718,11,0.09090909090909091
15570,3100.88,177,9,9,1,55.55000000000001,3045.33,344.5422222222222,10,0.1
14329,4975.24,218,7,6,7,86.1,4889.14,710.7485714285714,14,0.5
17402,2173.88,13,11,11,0,0.0,2173.88,197.62545454545455,11,0.0
16638,1609.92,90,8,8,1,4.25,1605.67,201.24,9,0.1111111111111111
